processId,id,filename,title,DOCTYPE,DATE,STATES,AGENCY
1000010.0,23,EisDocuments-88431,1800 North (SR-37) Transportation Improvement,Draft,October 2014,UT,Federal Highway Administration
2000471.0,5201,EisDocuments-88475,Harvest Specifications and Management Measures for 2015-2016 and Biennial Periods Thereafter (Pacific Coast Groundfish Fishery Management Plan),Draft,October 2014,WA,National Oceanic and Atmospheric Administration
1002169.0,5926,EisDocuments-88433,Interstate 87 (I-87) Exit 4 Access Improvements,Final,October 2014,NY,Federal Highway Administration
1000398.0,1197,EisDocuments-88430,Berths 212-224 (YTI) Container Terminal Improvements Project,Final,October 2014,CA,U.S. Army Corps of Engineers
1001146.0,3157,EisDocuments-88429,Designation of an Ocean Dredged Material Disposal Site Offshore of Jacksonville,Final,October 2014,FL,Environmental Protection Agency
1000040.0,100,EisDocuments-88380,75th Street Corridor Improvement Project,Final,October 2014,IL,Federal Highway Administration
1000782.0,2229,EisDocuments-88378,Charleston Harbor Post 45,Draft,October 2014,SC,U.S. Army Corps of Engineers
2000287.0,3230,EisDocuments-88372,Disposal and Reuse of the Former Naval Weapons Station Seal Beach Detachment Concord,Draft,October 2014,CA,United States Navy
2000482.0,5322,EisDocuments-88375,High Desert Corridor Project,Draft,October 2014,CA,Federal Highway Administration
1002261.0,6174,EisDocuments-88423,Kahler Dry Forest Restoration Project,Draft,October 2014,OR,Forest Service
860.0,6628,EisDocuments-88424,Las Vegas and Pahrump Field Offices Draft Resource Management Plan,Draft,October 2014,NV,Bureau of Land Management
2000910.0,10234,EisDocuments-88381,Puget Sound Nearshore Ecosystem Restoration,Draft,October 2014,WA,U.S. Army Corps of Engineers
1002966.0,8055,EisDocuments-88370,Mt. Baker-Snoqualmie Invasive Plant Management,Draft,October 2014,WA,Forest Service
2001175.0,13315,EisDocuments-88324,US Route 460,Draft Supplement,October 2014,VA,Federal Highway Administration
2001193.0,13937,EisDocuments-88371,Walla Walla Basin Spring Chinook Hatchery Program,Draft,October 2014,OR,Bonneville Power Administration
1000107.0,412,EisDocuments-88320,All Aboard Florida Intercity Passenger Rail Project Orlando to Miami FL,Draft,September 2014,FL,Federal Railroad Administration
2000104.0,1120,EisDocuments-88270,Beaverhead-Deerlodge National Forest Land and Resource Management Plan to to Comply with a District of Montana Court Order (Temporary Roads),Final Supplement,September 2014,MT,Forest Service
1000937.0,2625,EisDocuments-88271,Como Forest Health Project (FHP),Draft,September 2014,MT,Forest Service
1001142.0,3145,EisDocuments-88279,Desert Renewable Energy Conservation Plan (DRECP),Draft,September 2014,CA,Bureau of Land Management
2000546.0,6142,EisDocuments-88321,Juneau Access Improvements Project,Draft Supplement,September 2014,AK,Federal Highway Administration
1004283.0,11710,EisDocuments-88273,South Mountain Freeway (Loop 202),Final,September 2014,AZ,Federal Highway Administration
502.0,4537,EisDocuments-88268,Generic - Continued Storage of Spent Nuclear Fuel NUREG-2157,Final,September 2014,,Nuclear Regulatory Commission
2001218.0,14181,EisDocuments-88269,West Waukesha Bypass,Final,September 2014,WI,Federal Highway Administration
210.0,14803,EisDocuments-88223,Chicago - Detroit/Pontiac Passenger Rail Corridor Program,Draft,September 2014,IL,Federal Railroad Administration
600.0,15041,EisDocuments-88226,Gulf of Mexico OCS Oil and Gas Lease Sales: 2015-2017 Central Planning Area Lease Sales 235 241 and 247,Final Supplement,September 2014,LA;MS;AL;FL,Bureau of Ocean Energy Management
2000937.0,15390,EisDocuments-88225,Removal and Disposal of Sediment and Restoration of Water Storage at John Redmond Reservoir,Final,September 2014,KS,U.S. Army Corps of Engineers
,15550,EisDocuments-88219,US 30 (FAP 309) From IL-136 to IL- 40,Draft Supplement,September 2014,IL,Federal Highway Administration
2000199.0,14800,EisDocuments-88217,Chester County Stream and Riparian Restoration/Enhancement Project,Draft,September 2014,SC,Forest Service
2000227.0,14821,EisDocuments-88216,Columbia River Basin Hatchery Operations and the Funding of Mitchell Act Hatchery Programs,Final,September 2014,ID;OR;WA,National Oceanic and Atmospheric Administration
2000369.0,14976,EisDocuments-88171,Fort Belvoir Short-Term Projects and Real Property Master Plan Update,Draft,September 2014,VA,United States Army
720.0,15093,EisDocuments-88213,Indiana Dunes National LakeshoreShoreline Restoration and Management Plan,Final,September 2014,IN,National Park Service
1160.0,15263,EisDocuments-88170,New Special-Use Permits for Recreation Residences on the Safford Ranger District,Final,September 2014,AZ,Forest Service
1003310.0,15287,EisDocuments-88169,Ogden Ranger District Travel Plan Revision,Draft Supplement,September 2014,UT,Forest Service
2000978.0,15423,EisDocuments-88218,Saddle Lakes Timber Sale,Draft,September 2014,AK,Forest Service
,15566,EisDocuments-88215,Upper San Joaquin River Basin Storage Investigation,Draft,September 2014,CA,Bureau of Reclamation
3000015.0,5049,EisDocuments-88118,Gulf of Mexico OCS Oil and Gas Lease Sales: 2015 and 2016; Western Planning Area Lease Sales 246 and 248,Draft Supplement,September 2014,LA,Bureau of Ocean Energy Management
1002695.0,7409,EisDocuments-88116,Mashpee Wampanoag Tribe Fee to Trust Acquisition and Casino Project,Final,September 2014,MA,Bureau of Indian Affairs
1002697.0,7418,EisDocuments-88119,Master Special Use Permit and Permit to Construct Power Line Replacement Projects,Draft,September 2014,CA,Forest Service
1003839.0,10508,EisDocuments-88160,Rim Fire Recovery,Final,September 2014,CA,Forest Service
2000046.0,14690,EisDocuments-88164,Amendment 7 to the 2006 Consolidated Atlantic Highly Migratory Species Fishery Management Plan,Final,September 2014,DE;VA;RI;MS;TX;AL;FL;CT;NH;NY;MA;NC;LA;NJ;GA,National Oceanic and Atmospheric Administration
2000942.0,15396,EisDocuments-88163,Revised Land and Resource Management Plan for the National Forests in Mississippi,Final,September 2014,MS,Forest Service
2000989.0,15438,EisDocuments-88120,San Luis Valley National Wildlife Refuge Complex,Draft,September 2014,CO,Fish and Wildlife Service
,15530,EisDocuments-88166,To Analyze Impacts of Issuance by the National Marine Fisheries Service and the U.S. Fish and Wildlife Service of Two Incidental Take Permits under Section 10 of the Endangered Species Act for Implementation of the Washington Department of National Resources Aquatic Lands Habitat Conservation Plan,Draft,September 2014,WA,National Marine Fisheries Service
1003423.0,9654,EisDocuments-88113,Pawnee National Grassland Oil and Gas Leasing Analysis,Draft,August 2014,CO,Forest Service
8000019.0,276,EisDocuments-88065,Adjustments to the Annual Catch Limit and Accountability Measures for Royal Red Shrimp,Draft Supplement,August 2014,FL,National Marine Fisheries Service
1000289.0,920,EisDocuments-88064,Bailey Aeneas Revis and Tunk Livestock Grazing Analysis,Final,August 2014,WA,Forest Service
412.0,3569,EisDocuments-88071,Eastside Transit Corridor Phase 2,Draft,August 2014,CA,Federal Transit Administration
2000629.0,7078,EisDocuments-88070,Lower Snake River Programmatic Sediment Management Plan,Final,August 2014,WA,U.S. Army Corps of Engineers
2000639.0,7277,EisDocuments-88069,Management of the Subsistence Harvest of Northern Fur Seals on St. George Island,Final Supplement,August 2014,AK,National Oceanic and Atmospheric Administration
2000707.0,8007,EisDocuments-88072,Mount St. Helens Long-Term Sediment Management Plan,Draft Supplement,August 2014,WA,U.S. Army Corps of Engineers
1629.0,10887,EisDocuments-88066,Samish Indian Nation Trust Acquisition and Casino Project,Draft,August 2014,WA,Bureau of Indian Affairs
1000773.0,2212,EisDocuments-88021,Champlain Hudson Power Express Transmission Line Project (DOE/EIS-0447),Final,August 2014,NY,Department of Energy
1362.0,9924,EisDocuments-88012,Pocatello Midnight and Michaud Allotment Management Plan Revisions,Draft,August 2014,ID,Forest Service
1003797.0,10368,EisDocuments-88022,Redlands Passenger Rail Project,Draft,August 2014,CA,Federal Transit Administration
1004687.0,12864,EisDocuments-88019,Tule River Reservation Protection Project,Final,August 2014,CA,Forest Service
1000756.0,2132,EisDocuments-87959,Central Everglades Planning Project,Final,August 2014,FL,U.S. Army Corps of Engineers
1001277.0,3503,EisDocuments-87961,East Reservoir,Final,August 2014,MT,Forest Service
2000313.0,3585,EisDocuments-87957,Eden Ridge Timber Sales,Final,August 2014,OR,Forest Service
1001445.0,3982,EisDocuments-87953,Fire Island National Seashore Draft White-tailed Deer Management Plan,Draft,August 2014,NY,National Park Service
668.0,5484,EisDocuments-87956,I-10 Mobile River Bridge and Bayway Widening Project No. DPI-0030(005),Draft,August 2014,AL,Federal Highway Administration
2000716.0,8085,EisDocuments-87955,Multi-Project for Hydropower Licenses Susquehanna River Hydroelectric Projects,Draft,August 2014,PA;MD,Federal Energy Regulatory Commission
2000058.0,640,EisDocuments-87892,Antietam National Battlefield Monocacy National Battlefield Manassas National Battlefield Park Final White-tailed Deer Management Plan,Final,August 2014,MD,National Park Service
1001861.0,5114,EisDocuments-87948,Haile Gold Mine Project,Final,August 2014,SC,U.S. Army Corps of Engineers
1003561.0,10020,EisDocuments-87947,Portageville Bridge Project,Draft,August 2014,NY,Federal Highway Administration
1005020.0,13756,EisDocuments-87894,Village of Bald Head Island Shoreline Stabilization Project,Final,August 2014,NC,U.S. Army Corps of Engineers
1003041.0,8305,EisDocuments-87889,Naval Base Coronado Coastal Campus,Draft,July 2014,CA,United States Navy
1003511.0,9885,EisDocuments-87887,Placer Vineyards Specific Plan,Final,July 2014,CA,U.S. Army Corps of Engineers
8000160.0,10189,EisDocuments-87891,Proposed Revision to the Nonessential Experimental Population of the Mexican Wolf (Canis lupus baileyi),Draft,July 2014,NM,Fish and Wildlife Service
,12919,EisDocuments-87888,Two Joint State and Tribal Resource Management Plans for Puget Sound Salmon and Steelhead Hatchery Programs,Draft,July 2014,WA,National Marine Fisheries Service
1004814.0,13586,EisDocuments-87890,Upper North Fork HFRA Ecosystem Restoration Project,Final,July 2014,ID,Forest Service
2000452.0,5031,EisDocuments-87845,Gulf Islands National Seashore Final General Mangement Plan,Final,July 2014,FL,National Park Service
2000470.0,5187,EisDocuments-87884,Harris Vegetation Management,Final,July 2014,CA,Forest Service
1004412.0,12054,EisDocuments-87886,State Route 58 (SR-58) Kramer Junction Expressway Project,Final,July 2014,CA,Federal Highway Administration
1005134.0,14160,EisDocuments-87883,West Sacramento Project,Draft,July 2014,CA,U.S. Army Corps of Engineers
2000169.0,1917,EisDocuments-87840,Canaveral National Seashore Final General Management Plan,Final,July 2014,FL,National Park Service
2000424.0,4851,EisDocuments-87841,Grays Harbor Navigation Improvement Project,Final Supplement,July 2014,WA,U.S. Army Corps of Engineers
1002794.0,7637,EisDocuments-87842,Middle Bald Mountain Area Communication Site,Draft,July 2014,CO,Forest Service
1001720.0,4685,EisDocuments-87838,Gnoss Field Airport Proposed Extension of Runway 13/31,Final,July 2014,CA,Federal Aviation Administration
,12702,EisDocuments-87837,Tonto National Forest Travel Management,Draft,July 2014,AZ,Forest Service
1001795.0,4915,EisDocuments-87789,Green River Diversion Rehabilitation Project,Final,June 2014,UT,Natural Resource Conservation Service
2000770.0,8862,EisDocuments-87834,Northwest Area Water Supply Project,Draft Supplement,June 2014,ND,Bureau of Reclamation
2000874.0,9245,EisDocuments-87835,PROGRAMMATIC - Deepwater Horizon Oil Spill: Phase III Early Restoration Plan,Final,June 2014,TX;LA;MS;AL;FL,Department of the Interior
1000618.0,1798,EisDocuments-87788,Calcasieu Lock Louisiana Feasibility Study,Final,June 2014,LA,U.S. Army Corps of Engineers
1001190.0,3280,EisDocuments-87785,Double-crested Cormorant Management Plan to Reduce Predation of Juvenile Salmonids in the Columbia River Estuary,Draft,June 2014,OR,U.S. Army Corps of Engineers
2001005.0,11220,EisDocuments-87786,Second Main Operating Base KC-46A Beddown at Alternative Air National Guard Installations,Final,June 2014,NH;KS;NJ;PA;OH,United States Air Force
1005263.0,14454,EisDocument-USFS-00054,Wolf Fuels and Vegetation Management Project,Final,June 2014,OR,Forest Service
1001552.0,4234,EisDocuments-87742,Fort Matanzas National Monument Final General Management Plan,Final,June 2014,FL,National Park Service
1001704.0,4638,EisDocuments-87782,Gila National Forest Travel Management Rule Implementation,Final,June 2014,NM,Forest Service
1001966.0,5385,EisDocument-USACE-00009,Honolulu Seawater Air Conditioning Project,Final,June 2014,HI,U.S. Army Corps of Engineers
1005024.0,13766,EisDocuments-87781,Virginia Avenue Tunnel Reconstruction,Final,June 2014,DC,Federal Highway Administration
73.0,905,EisDocuments-87780,BP Cherry Point Dock,Draft,June 2014,WA,U.S. Army Corps of Engineers
2000696.0,7883,EisDocument-FHWA-00010,Monroe Connector/Bypass,Final Supplement,June 2014,NC,Federal Highway Administration
1719.0,11448,EisDocuments-87723,Skagit River Flood Risk Management General Investigation,Draft,June 2014,WA,U.S. Army Corps of Engineers
1004359.0,11922,EisDocuments-88519,SpaceX Texas Launch Site,Final,June 2014,TX,Federal Aviation Administration
2001120.0,12634,EisDocuments-88521,Tier 2 - Mars 2020 Mission,,June 2014,FL,National Aeronautics and Space Administration
2000639.0,7276,EisDocuments-88467,Management of the Subsistence Harvest of Northern Fur Seals on St. George Island,Draft Supplement,May 2014,AK,National Marine Fisheries Service
2000991.0,11015,EisDocuments-88468,San Ysidro Land Port of Entry Improvements Project,Final Supplement,May 2014,CA,General Services Administration
1004420.0,12088,EisDocuments-88364,Steller Sea Lion Protection Measures for Groundfish Fisheries in the Bering Sea and Aleutian Islands Management Area,Final,May 2014,AK,National Oceanic and Atmospheric Administration
1003839.0,10507,EisDocuments-88354,Rim Fire Recovery,Draft,May 2014,CA,Forest Service
1004745.0,13309,EisDocuments-88363,US Navy F-35C West Coast Homebasing,Final,May 2014,CA,United States Navy
1000638.0,1860,EisDocuments-88267,Cameron Liquefaction Project,Final,May 2014,LA,Federal Energy Regulatory Commission
1000872.0,2461,EisDocuments-88304,Cleveland Opportunity Corridor,Final,May 2014,OH,Federal Highway Administration
284.0,2782,EisDocuments-88413,Cottonwood Resource Management Plan Amendment for Domestic Sheep Grazing,Draft Supplement,May 2014,ID,Bureau of Land Management
1001050.0,2917,EisDocuments-88315,Cumbres Vegetation Management Project,Final,May 2014,CO,Forest Service
1001633.0,4516,EisDocuments-88313,Gateway National Recreation Area Final General Management Plan,Final,May 2014,NJ,National Park Service
560.0,4785,EisDocuments-88463,Grand Parkway Segments H and I-1,Final,May 2014,TX,Federal Highway Administration
1001969.0,5393,EisDocuments-88266,Hooper Springs Transmission Project,Draft Supplement,May 2014,ID,Bonneville Power Administration
2000653.0,7448,EisDocuments-88308,McClenllanville 115 kV Transmission Project,Draft,May 2014,SC,Rural Utilities Service
1004034.0,11066,EisDocuments-88306,Santa Margarita River Conjunctive Use Project,Draft,May 2014,CA,United States Marine Corps
1718.0,11440,EisDocuments-88415,Six County Association of Governments Proposed Rail Line between Levan and Salina,Draft Supplement,May 2014,UT,Surface Transportation Board
1000398.0,1196,EisDocument-USACE-00003,Berths 212-224 (YTI) Container Terminal Improvements Project,Draft,May 2014,CA,U.S. Army Corps of Engineers
1000540.0,1587,EisDocuments-88263,Buckhorn Project,Final,May 2014,MT,Forest Service
2000411.0,4708,EisDocuments-88259,Golden Gate National Recreation Area and Muir Woods National Monument Final General Management Plan,Final,April 2014,CA,National Park Service
1004687.0,12863,EisDocuments-88262,Tule River Reservation Protection Project,Draft,April 2014,CA,Forest Service
1000878.0,2479,EisDocuments-88210,Cloverdale Rancheria of Pomo Indians Fee-To-Trust and Resort Casino Project,Final,April 2014,CA,Bureau of Indian Affairs
1001116.0,3089,EisDocuments-88510,Delta Islands and Levees Feasibility Study,Draft,April 2014,CA,U.S. Army Corps of Engineers
2000695.0,7880,EisDocuments-88206,Monomoy National Wildlife Refuge Draft Comprehensive Conservation Plan,Draft,April 2014,MA,Fish and Wildlife Service
1003653.0,9298,EisDocuments-88254,PROGRAMMATIC - Hawaii Clean Energy,Draft,April 2014,HI,Department of Energy
1003738.0,10183,EisDocuments-88512,Proposed New Bridge Across the Manatee River Mile 15.0 at Parrish,Final,April 2014,FL,U.S. Coast Guard
,12922,EisDocuments-88207,Tylerhorse Wind Project Draft Plan Amendment,Draft,April 2014,CA,Bureau of Land Management
1000289.0,919,EisDocuments-88159,Bailey Aeneas Revis and Tunk C & H Livestock Grazing Analysis,Draft,April 2014,WA,Forest Service
69.0,1459,EisDocuments-88201,Bottineau Transitway Corridor Light Rail Project,Draft,April 2014,MN,Federal Transit Administration
2000937.0,10432,EisDocuments-88200,Removal and Disposal of Sediment and Restoration of Water Storage at John Redmond Reservoir,Draft,April 2014,KS,U.S. Army Corps of Engineers
1727.0,11493,EisDocuments-88202,Smith River National Recreation Area Restoration and Motorized Travel Management,Draft,April 2014,CA,Forest Service
1004597.0,12624,EisDocuments-88203,Tier 1 - US 220 National Highway System(NHS) between I-68 and Corridor H (US 220),Final,April 2014,WV,Federal Highway Administration
1002566.0,6976,EisDocuments-88155,Lost Creek-Boulder Creek Landscape Restoration Project,Final,April 2014,ID,Forest Service
1003115.0,8474,EisDocuments-88154,New York Gateway Connections Improvement Project to the US Peace Bridge Plaza,Final,April 2014,NY,Federal Highway Administration
1004158.0,11387,EisDocuments-88156,Sierrita Pipeline Project,Final,April 2014,AZ,Federal Energy Regulatory Commission
1000040.0,99,EisDocuments-88105,75th Street Corridor Improvement Project,Draft,March 2014,IL,Federal Highway Administration
2000119.0,1288,EisDocuments-88151,Billings Bypass Improvements,Final,March 2014,MT,Federal Highway Administration
2000529.0,5886,EisDocuments-88109,Interstate 43 North-South Freeway Silver Spring Drive to WI 60,Draft,March 2014,WI,Federal Highway Administration
930.0,7034,EisDocuments-88100,Lower Imnaha Allotments Rangeland Analysis,Draft,March 2014,OR,Forest Service
2000746.0,8761,EisDocuments-88102,North and West Big Hole Allotment Management Plans,Draft,March 2014,MT,Forest Service
1003301.0,8986,EisDocuments-88111,Ochoco Summit Trail System,Final,March 2014,OR,Forest Service
158.0,2010,EisDocuments-88101,Carson and Santa Fe National Forests Invasive Plant Control Project,Draft Supplement,March 2014,NM,Forest Service
1001277.0,3505,EisDocuments-88058,East Reservoir Project,Final,March 2014,MT,Forest Service
597.0,5021,EisDocuments-88052,Gulf Coast Parkway From US 98 to US 231 and US 98 (Tyndall Parkway),Draft,March 2014,FL,Federal Highway Administration
2000456.0,5047,EisDocuments-88107,Gulf of Mexico OCS Oil and Gas Lease Sales: 2014-2016 Western Planning Area Lease Sale 238 246 and 248,Final Supplement,March 2014,TX,Bureau of Ocean Energy Management
1001861.0,5113,EisDocuments-88104,Haile Gold Mine Project,Draft,March 2014,SC,U.S. Army Corps of Engineers
2000519.0,5774,EisDocuments-88110,Implementation of Energy Water and Solid Waste Sustainability Initiatives at Fort Bliss,Final,March 2014,NM,United States Army
1002284.0,6160,EisDocuments-88053,KC-46A Formal Training Unit (FTU) and First Main Operating Base (MOB 1) Beddown,Final,March 2014,WA;ND;KS;OK,United States Air Force
995.0,7502,EisDocuments-88059,Medicine Bow - Routt National Forests and Thunder Basin National Grassland Invasive Plant Management,Draft,March 2014,WY,Forest Service
1003737.0,10182,EisDocuments-88149,Proposed Modification to the Thompson Creek Mine Plan of Operations Section 404 Clean Water Act Permit Application Public Land Disposal and Draft Resource Management Plan Amendment,Draft,March 2014,ID,Bureau of Land Management
1730.0,11494,EisDocuments-88054,Smiths Fork Vegetation Restoration Project,Final,March 2014,UT,Forest Service
,12797,EisDocuments-88061,Trinity Parkway From IH-35E/SH-183 to US-17/SH-310,Final,March 2014,TX,Federal Highway Administration
1004814.0,13585,EisDocuments-88060,Upper North Fork HFRA Ecosystem Restoration Project,Draft,March 2014,ID,Forest Service
1000228.0,752,EisDocument-BLM-00002,Arturo Mine Project,Final,March 2014,NV,Bureau of Land Management
8.0,1118,EisDocuments-88005,Beaverhead-Deerlodge National Forest Land and Resource Management Plan to Comply with a District of Montana Court Order (Temporary Roads),Draft Supplement,March 2014,MT,Forest Service
1001178.0,3253,EisDocuments-88049,Divide Travel Plan Helena National Forest,Draft,March 2014,MT,Forest Service
1001563.0,4261,EisDocuments-88008,Fort Raleigh National Historic Site General Management Plan,Final,March 2014,NC,National Park Service
1001795.0,4914,EisDocuments-88051,Green River Diversion Rehabilitation Project,Draft,March 2014,UT,Natural Resource Conservation Service
864.0,6656,EisDocuments-88009,Leasing and Underground Mining of the Greens Hollow Federal Coal Lease Tract UTU-102,Draft Supplement,March 2014,UT,Forest Service
1197.0,8617,EisDocuments-88007,North Billings County Range Allotment Management Plan Revision,Final,March 2014,ND,Forest Service
8000159.0,10188,EisDocuments-88006,Proposed Revised Land Management Plans for the Malheur Umatilla and Wallowa-Whitman National Forests,Draft,March 2014,OR,Forest Service
1641.0,10969,EisDocuments-88004,San Juan Basin Energy Connect Project,Draft,March 2014,NM,Bureau of Land Management
1004690.0,12871,EisDocuments-88003,Tuolumne Wild and Scenic River Final Comprehensive Management Plan,Final,March 2014,CA,National Park Service
2000470.0,5189,EisDocuments-87943,Harris Vegetation Management Project,Draft,March 2014,CA,Forest Service
2000540.0,6026,EisDocuments-87944,Jacksonville Harbor Navigation,Final Supplement,March 2014,FL,U.S. Army Corps of Engineers
1473.0,9507,EisDocument-USACE-00018,PROGRAMMATIC EIS - Mississippi Coastal Improvements Program (MsCIP) Comprehensive BarrierIsland Restoration Hancock,Draft Supplement,March 2014,MS,U.S. Army Corps of Engineers
1003872.0,10634,EisDocuments-88000,Rockaway Delivery Lateral and Northeast Connector Projects,Final,March 2014,NY,Federal Energy Regulatory Commission
2000968.0,10695,EisDocuments-87999,Ross In-Situ Leach Recovery (ISR) Project Supplement to the Generic Environmental Impact Statement for In-Situ Leach Uranium Milling Facilities,Final Supplement,March 2014,WY,Nuclear Regulatory Commission
,13204,EisDocuments-87942,US 51 Pana to Centralia,Draft,March 2014,IL,Federal Highway Administration
2000340.0,3830,EisDocuments-87935,F-35 Beddown at Eglin Air Force Base,Final Supplement,February 2014,FL,United States Air Force
2000401.0,4460,EisDocuments-87938,GENERIC-License Renewal of Nuclear Plants Regarding Davis-Besse Nuclear Station,Draft,February 2014,OH,Nuclear Regulatory Commission
1268.0,8981,EisDocuments-87940,Ochoa Mine Project,Final,February 2014,NM,Bureau of Land Management
1003747.0,10207,EisDocuments-87939,Provo River Delta Restoration Project,Draft,February 2014,UT,Department of the Interior
2001057.0,11901,EisDocuments-87936,Southwest Jemez Mountains Landscape Restoration Project,Draft,February 2014,NM,Forest Service
2000034.0,447,EisDocuments-87880,Alpine Satellite Development Plan GMT1 Development Project,Draft Supplement,February 2014,AK,Bureau of Land Management
1000944.0,2652,EisDocuments-87879,Constitution Pipeline and Wright Interconnect Projects,Draft,February 2014,NY,Federal Energy Regulatory Commission
1001355.0,3735,EisDocuments-87932,Energy Gateway South Transmission Project,Draft,February 2014,WY;CO;UT,Bureau of Land Management
1001355.0,3737,EisDocuments-87934,Energy Gateway South Transmission Project and Land-use Plan Amendments,Draft,February 2014,WY,Bureau of Land Management
1001674.0,4571,EisDocuments-87881,Generic - Renewal of Nuclear Plants Supplement 51 Regarding Callaway Plant Unit 1,Draft,February 2014,MO,Nuclear Regulatory Commission
1004186.0,11454,EisDocuments-87933,Skokomish River Ecosystem Restoration,Draft,February 2014,WA,U.S. Army Corps of Engineers
435.0,4019,EisDocuments-87878,Fishery Management Plan for Regulating Offshore Marine Aquaculture in the Gulf of Mexico,Draft Supplement,February 2014,,National Marine Fisheries Service
1002169.0,5925,EisDocuments-87874,Interstate 87 (I-87) Exit 4 Access Improvements,Draft,February 2014,NY,Federal Highway Administration
1002757.0,7538,EisDocuments-87877,Merced Wild and Scenic River Final Comprehensive Management Plan,Final,February 2014,CA,National Park Service
1000540.0,1586,EisDocuments-87830,Buckhorn Project,Draft,February 2014,MT,Forest Service
3000006.0,3200,EisDocuments-87875,Dewey-Burdock Project Supplement to the Generic Environmental Impact Statement for In-Situ Leach Uranium Milling Facilities,Final,February 2014,SD,Nuclear Regulatory Commission
2000424.0,4850,EisDocuments-87873,Grays Harbor Navigation Improvement Project,Draft Supplement,February 2014,WA,U.S. Army Corps of Engineers
1002408.0,6563,EisDocuments-87828,Lake Worth Inlet Palm Beach Harbor Project,Final,February 2014,FL,U.S. Army Corps of Engineers
1003955.0,10870,EisDocuments-87871,Salmon-Challis National Forest Travel Planning and OHV Route Designation Project,Final Supplement,February 2014,ID,Forest Service
2001005.0,11219,EisDocuments-87829,Second Main Operating Base KC-46A Beddown Alternative Air National Guard Installations,Draft,February 2014,NH,United States Air Force
2000106.0,898,EisDocuments-87824,BEH Rangeland Allotments,Draft,January 2014,CA,Forest Service
1001571.0,4277,EisDocuments-87825,Fort Wainwright Hangars 2 and 3 Disposition,Final,January 2014,AK,United States Army
646.0,5331,EisDocuments-87779,High Speed Rail Empire Corridor Tier 1,Draft,January 2014,NY,Federal Railroad Administration
1849.0,12132,EisDocuments-87823,Stockbridge-Munsee Community Proposed Fee to Trust Conveyance of Property and Casino Project,Final,January 2014,NY,Bureau of Indian Affairs
1005263.0,14453,EisDocuments-87826,Wolf Fuels and Vegetation Management Project,Draft,January 2014,OR,Forest Service
2000587.0,6433,EisDocuments-87821,LEGISLATIVE - Renewal of the Chocolate Mountain Aerial Gunnery Range Land Withdrawal,Final,January 2014,CA,United States Marine Corps
2000773.0,8898,EisDocuments-87820,Northwest Training and Testing,Draft,January 2014,WA;OR;CA;AK,United States Navy
2000953.0,10535,EisDocuments-87776,Rio Grande Floodway San Acacia to Bosque del Apache Unit,Final Supplement,January 2014,NM,U.S. Army Corps of Engineers
1000638.0,1859,EisDocuments-87772,Cameron LNG Liquefaction Project,Draft,January 2014,LA,Federal Energy Regulatory Commission
1002229.0,6088,EisDocuments-87768,Jimbilnan Pinto Valley Black Canyon Eldorado Ireteba Peaks Nellis Wash Spirit Mountain and Bridge Canyon Wilderness Areas Draft Wilderness Management Plan,Draft,January 2014,NV,National Park Service
1002967.0,8058,EisDocuments-88507,Mt. Hood Meadows Parking Improvements EIS,Final,January 2014,OR,Forest Service
1592.0,10710,EisDocuments-87771,Route I-70 Jackson County from West of The Paseo Interchange to East of the Blue Ridge Cutoff Interchange,Draft,January 2014,MO,Federal Highway Administration
3000042.0,11359,EisDocuments-87770,Shoshone National Forest Land Management Plan Revision,Final,January 2014,WY,Forest Service
1004675.0,12829,EisDocuments-87774,Truckee Meadows Flood Control Project,Final,January 2014,NV,U.S. Army Corps of Engineers
1001150.0,3169,EisDocuments-88457,Determinations of Nonregulated Status for 2 4-D-Resistant Corn and Soybean Varieties,Draft,January 2014,,Animal and Plant Health Inspection Service
1005020.0,13755,EisDocuments-88456,Village of Bald Head Island Shoreline Protection Project,Draft,January 2014,NC,U.S. Army Corps of Engineers
2000110.0,1187,EisDocuments-88501,Berryessa Creek Element Coyote and Berryessa Creek California Flood Control Project,Final,January 2014,CA,U.S. Army Corps of Engineers
1001716.0,4669,EisDocuments-88493,Glen Canyon National Recreation Area Off-road Vehicle Management Plan,Draft,January 2014,UT;AZ,National Park Service
2000286.0,3229,EisDocuments-88459,Disposal and Reuse of the Former Naval Air Station Joint Reserve Base (NAS JRB),Draft,December 2013,PA,United States Navy
1699.0,11363,EisDocument-USFS-00071,Show Low South Land Exchange,Final,December 2013,AZ,Forest Service
2001105.0,12440,EisDocuments-88341,Teckla-Osage-Rapid City 230 kV Transmission Line Project,Draft,December 2013,WY,Forest Service
1005230.0,14362,EisDocuments-88504,William States Lee III Nuclear Station Units 1 and 2 Combined Licenses (COLs) Application,Final,December 2013,SC,Nuclear Regulatory Commission
1005287.0,14506,EisDocument-BLM-00031,Wyoming Greater Sage-Grouse Draft Land Use Plan Amendment,Draft,December 2013,WY,Bureau of Land Management
1001050.0,2916,EisDocuments-88303,Cumbres Vegetation Management Project,Draft,December 2013,CO,Forest Service
5000004.0,3598,EisDocuments-88506,Effort Control Measures for the American Lobster Fishery,Final,December 2013,ME;NY;CT,National Marine Fisheries Service
